School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Fiscal Year,Mapped Location
Robert Churchwell Museum Magnet Elementary School,MNPS,1625 Dr D.B. Todd Jr Blvd,Nashville,TN,37208,256,Basic Operating,Tennessee Performing Arts Center,FY17,"1625 Dr D.B. Todd Jr Blvd
Nashville, TN 37208
(36.175783, -86.809257)"
Haynes Middle School,MNPS,510 West Trinity Lane,Nashville,TN,37207,35,After-School Arts,Nashville Opera,FY17,"510 West Trinity Lane
Nashville, TN 37207
(36.207377, -86.790851)"
RePublic High School,MNPS,3307 Brick Church Pike,Nashville,TN,37207,138,Basic Operating,Tennessee Performing Arts Center,FY17,"3307 Brick Church Pike
Nashville, TN 37207
(36.241905, -86.780543)"
Glencliff Elementary school,MNPS,120 Antioch Pike,Nashville,TN,37211,221,Basic Operating,Nashville Children's Theatre,FY19,"120 Antioch Pike
Nashville, TN 37211
(36.101157, -86.722664)"
Westminster School for Young Children,Pre-K/ELC,3900 West End Avenue,Nashville,TN,37205,90,Basic Operating,Nashville Children's Theatre,FY16,"3900 West End Avenue
Nashville, TN 37205
(36.131513, -86.834049)"
Gower Elementary School,MNPS,650 Old Hickory Blvd,Nashville,TN,37209,60,After-School Arts,Tennessee Performing Arts Center,FY17,"650 Old Hickory Blvd
Nashville, TN 37209
(36.115285, -86.923093)"
Antioch High School,MNPS,1900 Hobson Pike,Antioch,TN,37013,27,Creation,Choral Arts Link,FY16,"1900 Hobson Pike
Antioch, TN 37013
(36.047414, -86.60038)"
Thomas A. Edison Elementary School,MNPS,6130 Mt. View Road,Antioch,TN,37013,2,Basic Operating,Choral Arts Link,FY17,"6130 Mt. View Road
Antioch, TN 37013
(36.063319, -86.607009)"
Neely's Bend College Prep,MNPS,1251 Neelys Bend Road,Madison,TN,37115,126,Basic Operating,Nashville Children's Theatre,FY17,"1251 Neelys Bend Road
Madison, TN 37115
(36.240212, -86.672786)"
Thomas A. Edison Elementary School,MNPS,6130 Mt. View Road,Antioch,TN,37013,144,Basic Operating,Country Music Foundation,FY16,"6130 Mt. View Road
Antioch, TN 37013
(36.063319, -86.607009)"
Bellevue Middle School,MNPS,655 Colice Jeanne Road,Nashville,TN,37221,1,Arts Access,Global Education Center,FY17,"655 Colice Jeanne Road
Nashville, TN 37221
(36.071058, -86.934079)"
Croft Design Center Middle Prep,MNPS,482 Elysian Fields Road,Nashville,TN,37211,160,Basic Operating,Frist Center for the Visual Arts,FY17,"482 Elysian Fields Road
Nashville, TN 37211
(36.084443, -86.736871)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,125,After-School Arts,National Museum of African American Music,FY16,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Sister Cities of Nashville,Other,PO Box 120555,Nashville,TN,37212-0555,4,Basic Operating,Cheekwood,FY19,
Glenn Enhanced Option Elementary School,MNPS,322 Cleveland Street,Nashville,TN,37207,70,Basic Operating,Tennessee Performing Arts Center,FY17,"322 Cleveland Street
Nashville, TN 37207
(36.186975, -86.766561)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,8,Basic Operating,Country Music Foundation,FY17,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
New Vision Inc.,MNPS - Charter School,5211 Linbar� Drive Suite 500,Nashville,TN,37211,45,Basic operating,Frist Art Museum,FY19,"5211 Linbar� Drive Suite 500
Nashville, TN 37211
(36.076462, -86.694932)"
Stratton Elementary School,MNPS,310 West Old Hickory Blvd,Madison,TN,37115,264,Basic Operating,Country Music Foundation,FY17,"310 West Old Hickory Blvd
Madison, TN 37115
(36.263561, -86.716661)"
Ezell-Harding Christian School,Private School,574 Bell Road,Antioch,TN,37011,54,Basic operating,Frist Art Museum,FY19,"574 Bell Road
Antioch, TN 37011
(36.065115, -86.637002)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,90,Basic Operating,Nashville Ballet,FY16,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,1400,Basic Operating,Tennessee Performing Arts Center,FY17,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,34,Basic Operating,Frist Center for the Visual Arts,FY17,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
Dodson Elementary School,MNPS,4401 Chandler Road,Hermitage,TN,37076,1,Basic Operating,W.O. Smith Music School,FY17,"4401 Chandler Road
Hermitage, TN 37076
(36.191257, -86.603868)"
Dan Mills Elementary School,MNPS,4106 Kennedy Avenue,Nashville,TN,37216,200,Basic Operating,Nashville Symphony,FY17,"4106 Kennedy Avenue
Nashville, TN 37216
(36.218646, -86.717495)"
East Nashville Magnet Middle School,MNPS,2000 Greenwood Avenue,Nashville,TN,37206,14,Basic Operating,W.O. Smith Music School,FY16,"2000 Greenwood Avenue
Nashville, TN 37206
(36.189048, -86.732515)"
Strive Collegiate Academy,MNPS,3055 Lebanon Pike,Nashville,TN,37214,1,Basic Operating,W.O. Smith Music School,FY17,"3055 Lebanon Pike
Nashville, TN 37214
(36.178957, -86.644344)"
Stratton Elementary School,MNPS,310 West Old Hickory Blvd,Madison,TN,37115,143,Basic Operating,Nashville Children's Theatre,FY17,"310 West Old Hickory Blvd
Madison, TN 37115
(36.263561, -86.716661)"
Rocketship United Academy,MNPS,320 Plus Park Boulevard,Nashville,TN,37217,6,Basic Operating,Global Education Center,FY19,"320 Plus Park Boulevard
Nashville, TN 37217
(36.130488, -86.725368)"
Joelton Middle Prep,MNPS,3500 Old Clarksville Pike,Joelton,TN,37080,42,Basic Operating,Tennessee Performing Arts Center,FY16,"3500 Old Clarksville Pike
Joelton, TN 37080
(36.313358, -86.865768)"
Tusculum Elementary School,MNPS,4917 Nolensville Road,Nashville,TN,37211,4,Basic Operating,Global Education Center,FY16,
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,2,Basic Operating,Choral Arts Link,FY17,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
Rosebank STEM School,MNPS,1012 Preston Drive,Nashville,TN,37206,190,Basic Operating,Nashville Children's Theatre,FY16,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
West End Middle Prep,MNPS,3529 West End Avenue,Nashville,TN,37205,200,Basic Operating,Global Education Center,FY17,"3529 West End Avenue
Nashville, TN 37205
(36.134835, -86.824625)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,135,Basic Operating,Southern Word,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,33,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
Haynes Middle School,MNPS,510 West Trinity Lane,Nashville,TN,37207,35,After-School Arts,Nashville Opera Association,FY16,"510 West Trinity Lane
Nashville, TN 37207
(36.207377, -86.790851)"
Susan Gray Headstart,Pre-K/ELC,445 Cotton Lane,Nashville,TN,37211,120,Arts Access,Tennessee Performing Arts Center,FY16,"445 Cotton Lane
Nashville, TN 37211
(36.068533, -86.723691)"
Whites Creek High School,MNPS,7277 Old Hickory Blvd,Whites Creek,TN,37189,40,Arts Access,Belcourt Theatre,FY17,"7277 Old Hickory Blvd
Whites Creek, TN 37189
(36.273182, -86.818339)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,1,Basic Operating,W.O. Smith Music School,FY16,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Vanderbilt University,Private School,305 Kirkland Hill,Nashville,TN,37240-0001,31,Basic Operating,Cheekwood,FY19,
Oliver Middle Prep,MNPS,6211 Nolensville Pike,Nashville,TN,37211,75,After-School Arts,Tennessee Performing Arts Center,FY17,"6211 Nolensville Pike
Nashville, TN 37211
(36.021676, -86.71167)"
Warner Enhanced Option Elementary School,MNPS,626 Russell Street,Nashville,TN,37206,8,Basic Operating,Tennessee Performing Arts Center,FY16,"626 Russell Street
Nashville, TN 37206
(36.172254, -86.760445)"
Mt. View Elementary School,MNPS,3820 Murfreesboro Road,Antioch,TN,37013,150,Basic Operating,Nashville Children's Theatre,FY16,"3820 Murfreesboro Road
Antioch, TN 37013
(36.040653, -86.604368)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,15,Basic Operating,Nashville Ballet,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Abintra Montessori School,Private,914 Davidson Drive,Antioch,TN,37205,12,Basic Operating,Frist Center for the Visual Arts,FY17,"914 Davidson Drive
Antioch, TN 37205
(36.118209, -86.899237)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,195,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Buena Vista Enhanced Option Elementary School,MNPS,1531 9th Ave North,Nashville,TN,37208,157,Basic Operating,Nashville Children's Theatre,FY19,"1531 9th Ave North
Nashville, TN 37208
(36.177928, -86.797921)"
Akiva School,Private,809 Percy Warner Blvd,Nashville,TN,37205,60,Basic Operating,Nashville Symphony,FY17,"809 Percy Warner Blvd
Nashville, TN 37205
(36.083553, -86.889891)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,517,Basic Operating,Cheekwood Botanical Garden and Museum of Art,FY16,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
Harpeth Valley Elementary School,MNPS,7840 Learning Lane,Nashville,TN,37221,641,Basic Operating,Nashville Children's Theatre,FY16,
Glendale Elementary,MNPS,800 Thompson Avenue,Nashville,TN,37204,548,Basic operating,Frist Art Museum,FY19,"800 Thompson Avenue
Nashville, TN 37204
(36.09517, -86.784848)"
Fall-Hamilton Advanced Option School,MNPS,510 Wedgewood Avenue,Nashville,TN,37203,4,Arts Access,Global Education Center,FY17,"510 Wedgewood Avenue
Nashville, TN 37203
(36.133001, -86.76601)"
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,100,Basic Operating,Nashville Shakespeare Festival,FY17,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
Glencliff Elementary School,MNPS,120 Antioch Pike,Nashville,TN,37211,98,Basic Operating,Nashville Children's Theatre,FY17,"120 Antioch Pike
Nashville, TN 37211
(36.101157, -86.722664)"
Carter-Lawrence Elementary School,MNPS,1118 12th Avenue South,Nashville,TN,37203,80,Basic Operating,Nashville Symphony,FY17,"1118 12th Avenue South
Nashville, TN 37203
(36.143513, -86.786798)"
Lockeland Design Center Elementary,MNPS,105 South 17th Street,Nashville,TN,37206,340,Basic Operating,Nashville Ballet,FY16,"105 South 17th Street
Nashville, TN 37206
(36.176312, -86.739761)"
J.E. Moss Elementary School,MNPS,4701 Bowfield Drive,Antioch,TN,37013,950,Basic Operating,Nashville Ballet,FY17,"4701 Bowfield Drive
Antioch, TN 37013
(36.066996, -86.668993)"
H.G. Hill Middle Prep,MNPS,150 Davidson Road,Nashville,TN,37205,65,Basic Operating,Nashville Symphony,FY16,"150 Davidson Road
Nashville, TN 37205
(36.115731, -86.865743)"
Woodmont Christian Preschool,ELC/Pre-K,3601 Hillsboro Rd,Nashville,TN,37215,40,Basic Operating,Nashville Children's Theatre,FY19,"3601 Hillsboro Rd
Nashville, TN 37215
(36.111648, -86.811206)"
Country Music Hall of Fame,Public Space,222 5th Ave S,Nashville,TN,37203,1,Basic Operating,Nashville Opera,FY19,"222 5th Ave S
Nashville, TN 37203
(36.157582, -86.776547)"
St. Ann's Catholic School,Private,5105 Charlotte Avenue,Nashville,TN,37209,2,Basic Operating,W.O. Smith Music School,FY17,"5105 Charlotte Avenue
Nashville, TN 37209
(36.151941, -86.849314)"
Margaret Allen Middle Prep,MNPS,500 Spence Lane,Nashville,TN,37210,135,Arts Access,Belcourt Theatre,FY17,"500 Spence Lane
Nashville, TN 37210
(36.146239, -86.722416)"
Chadwell Elementary School,MNPS,321 Port Drive,Nashville,TN,37115,120,Basic Operating,Nashville Ballet,FY16,"321 Port Drive
Nashville, TN 37115
(36.256975, -86.741981)"
Shwab Elementary School,MNPS,1500 Dickerson Pike,Nashville,TN,37207,1,Arts Access,"East Nashville Hope Exchange, Inc.",FY16,"1500 Dickerson Pike
Nashville, TN 37207
(36.199361, -86.770285)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,280,Basic Operating,Nashville Children's Theatre,FY16,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Lakeview Elementary Design Center,MNPS,455 Rural Hill Road,Nashville,TN,37217,1,Basic Operating,W.O. Smith Music School,FY16,"455 Rural Hill Road
Nashville, TN 37217
(36.078477, -86.629671)"
Warner Enhanced Option Elementary School,MNPS,626 Russell Street,Nashville,TN,37206,1,Basic Operating,W.O. Smith Music School,FY16,"626 Russell Street
Nashville, TN 37206
(36.172254, -86.760445)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,925,Basic Operating,Tennessee Performing Arts Center,FY16,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,13,Basic Operating,Nashville Shakespeare Festival,FY17,
Apollo Middle Prep,MNPS,631 Richards Road,Antioch,TN,37013,1,Basic Operating,Global Education Center,FY19,"631 Richards Road
Antioch, TN 37013
(36.067445, -86.664309)"
Purpose Prep Academy,MNPS,220 Venture Circle,Nashville,TN,37228,300,Basic Operating,Tennessee Performing Arts Center,FY16,"220 Venture Circle
Nashville, TN 37228
(36.194482, -86.79529)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37221,28,Basic Operating,Country Music Foundation,FY17,"160 Antioch Pike
Nashville, TN 37221
(36.100889, -86.726609)"
Glencliff Elementary School,MNPS,120 Antioch Pike,Nashville,TN,37211,145,Basic Operating,Tennessee Performing Arts Center,FY17,"120 Antioch Pike
Nashville, TN 37211
(36.101157, -86.722664)"
Gra-Mar Middle Prep,MNPS,575 Joyce Lane,Nashville,TN,37216,26,After-School Arts,Southern Word,FY17,"575 Joyce Lane
Nashville, TN 37216
(36.232399, -86.745515)"
Lakeview Elementary Design Center,MNPS,455 Rural Hill Road,Nashville,TN,37217,1,Arts Access,East Nashville Hope Exchange,FY17,"455 Rural Hill Road
Nashville, TN 37217
(36.078477, -86.629671)"
The Covenant School,Private,33 Burton Hills Blvd,Nashville,TN,37215,82,Basic Operating,Nashville Children's Theatre,FY16,"33 Burton Hills Blvd
Nashville, TN 37215
(36.09511, -86.824028)"
Nashville School of the Arts,MNPS,1250 Foster Ave,Nashville,TN,37210,6,Core Operating,Theater Bug,FY19,"1250 Foster Ave
Nashville, TN 37210
(36.131492, -86.741669)"
Pearl Cohn Enternationment Magnet High School,MNPS,904 26th Avenue North,Nashville,TN,37208,36,Arts Access,"Southern Word, Inc.",FY16,"904 26th Avenue North
Nashville, TN 37208
(36.164278, -86.816051)"
Homeschool,Home Schooled,,,TN,,453,Basic Operating,Tennessee Performing Arts Center,FY16,"TN
(35.842998, -86.343226)"
Julia Green Elementary School,MNPS,3500 Hobbs Road,Nashville,TN,37215,1,Basic Operating,W.O. Smith Music School,FY16,"3500 Hobbs Road
Nashville, TN 37215
(36.102263, -86.832973)"
Merrol Hyde Magnet,Other,128 Township Dr,Hendersonville,TN,37075,1,Core Operating,The Porch Writer's Collective,FY19,"128 Township Dr
Hendersonville, TN 37075
(36.32357, -86.625889)"
Neely's Bend Elementary School,MNPS,1300 Neelys Bend Road,Madison,TN,37115,326,Basic Operating,Nashville Children's Theatre,FY16,"1300 Neelys Bend Road
Madison, TN 37115
(36.239893, -86.672446)"
KIPP Nashville Collegiate High School,MNPS,123 Douglas Avenue,Nashville,TN,37207,3,Basic Operating,Actors Bridge Ensemble,FY17,"123 Douglas Avenue
Nashville, TN 37207
(36.194127, -86.769295)"
Nashville Big Picture High School,MNPS,160 Rural Avenue,Nashville,TN,37209,72,Basic Operating,Southern Word,FY17,"160 Rural Avenue
Nashville, TN 37209
(36.142515, -86.855997)"
Middle College High School,MNPS,120 White Bridge Road,Nashville,TN,37209,7,Arts Access,"Native American Indian Association of TN, Inc.",FY16,"120 White Bridge Road
Nashville, TN 37209
(36.134879, -86.858326)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,105,Basic Operating,Country Music Foundation,FY17,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
Home School,Home Schooled,Various addresses,Antioch,TN,37013,4,Basic Operating,Global Education Center,FY19,
JT Moore Middle School,MNPS,4425 Granny White Pike,Nashville,TN,37204,1,Core Operating,Theater Bug,FY19,"4425 Granny White Pike
Nashville, TN 37204
(36.09542, -86.801241)"
Inglewood Elementary School,MNPS,1700 Riverside Drive,Nashville,TN,37216-4014,4,Basic Operating,Cheekwood,FY19,"1700 Riverside Drive
Nashville, TN 37216-4014
(36.197707, -86.72332)"
Westmeade Elementary School,MNPS,6641 Clearbrook Drive,Nashville,TN,37205,5,Basic Operating,Global Education Center,FY16,"6641 Clearbrook Drive
Nashville, TN 37205
(36.091787, -86.894436)"
Eakin Elementary School,MNPS,2500 Fairfaix Avenue,Nashville,TN,37212,110,Basic Operating,Nashville Children's Theatre,FY19,"2500 Fairfaix Avenue
Nashville, TN 37212
(36.13475, -86.807413)"
Casa Dei Montessori School,Private,7646 Hwy 70 S,Nashville,TN,37221,26,Basic Operating,Nashville Children's Theatre,FY17,"7646 Hwy 70 S
Nashville, TN 37221
(36.07898, -86.95197)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,27,Basic Operating,Frist Center for the Visual Arts,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
MNPS Virtual School,MNPS,4805 Park Avenue,Nashville,TN,37209,6,Basic Operating,Nashville Repertory Theatre,FY17,"4805 Park Avenue
Nashville, TN 37209
(36.150961, -86.844705)"
Schrader Lane Child Care Center,Pre-K/ELC,603 Benton Avenue,Nashville,TN,37208,101,Basic Operating,Tennessee Performing Arts Center,FY16,"603 Benton Avenue
Nashville, TN 37208
(36.131728, -86.768762)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,148,Basic Operating,Southern Word,FY17,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
Cole Elementary,MNPS,5060 Colemont Drive,Antioch,TN,37013,9,Basic Operating,Global Education Center,FY19,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Granbery Elementary School,MNPS,5501 Hill Road,Brentwood,TN,37027,2,Basic Operating,W.O. Smith Music School,FY16,"5501 Hill Road
Brentwood, TN 37027
(36.047628, -86.752404)"
Whitsett Elementary School,MNPS,110 Whitsitt Road,Nashville,TN,37210,83,Basic Operating,Cheekwood,FY17,"110 Whitsitt Road
Nashville, TN 37210
(36.114573, -86.736807)"
Smith Springs Elementary,MNPS,3132 Smith Springs Road,Antioch,TN,37013,421,Basic Operating,"Moves & Grooves, Inc.",FY19,"3132 Smith Springs Road
Antioch, TN 37013
(36.082957, -86.596744)"
Lighthouse Christian School,Private,5100 Blue Hole Road,Antioch,TN,37013,25,Basic Operating,Cheekwood,FY17,"5100 Blue Hole Road
Antioch, TN 37013
(36.05263, -86.673119)"
DuPont Hadley Middle Prep,MNPS,1901 Old Hickory Blvd,Old Hickory,TN,37138,15,Arts Access,"Belcourt Theatre, Inc",FY16,"1901 Old Hickory Blvd
Old Hickory, TN 37138
(36.249028, -86.643271)"
Head Magnet Middle Prep,MNPS,1830 Jo Johnson Avenue,Nashville,TN,37203,1,Basic Operating,Actors Bridge Ensemble,FY17,"1830 Jo Johnson Avenue
Nashville, TN 37203
(36.159251, -86.803381)"
Shwab Elementary School,MNPS,1500 Dickerson Road,Nashville,TN,37207,54,Basic operating,Frist Art Museum,FY19,
Margaret Allen Middle Prep,MNPS,500 Spence Lane,Nashville,TN,37210,10,After-School Arts,Southern Word,FY17,"500 Spence Lane
Nashville, TN 37210
(36.146239, -86.722416)"
H. G. Hill Middle Prep,MNPS,150 Davidson Road,Nashville,TN,37205,3,Basic Operating,Global Education Center,FY19,"150 Davidson Road
Nashville, TN 37205
(36.115731, -86.865743)"
